Date,Oran fatwa,Piano Concerto No. 24 (Mozart),Jean Bellette,Interstate 8,Mayabazar,Military service of Ian Smith,Boise National Forest,Juan Manuel de Rosas,Cincinnati Musical Center half dollar,Nominative determinism,Courtney Love,Camas pocket gopher,The Heart of a Woman,Shackleton–Rowett Expedition,7th Army (Kingdom of Yugoslavia),Gabriel Pleydell,Yesterday's Enterprise,Canadian National Vimy Memorial
2017-03-13,24,73,16,159,281,55,64,250,33,4782,4836,14,61,53,12,84,152,344
2017-03-14,25,80,17,170,332,33,38,250,25,1045,4534,23,102,62,18,126,159,428
2017-03-15,37,74,24,179,284,26,35,223,10,2010,4467,14,98,57,5,85,185,389
2017-03-16,28,64,1908,257,277,21,29,200,11,2216,4400,11,75,38,14,108,153,371
2017-03-17,29,68,41,297,267,25,23,152,19,227,4687,20,90,40,10,111,140,312
2017-03-18,32,70,11,295,288,17,25,98,14,192,4365,14,41,72,11,116,117,314
2017-03-19,29,61,25,324,286,35,36,237,21,1150,5173,14,75,83,22,76,148,385
2017-03-20,32,76,28,241,343,12,35,251,14,601,4877,12,86,54,11,101,140,395
2017-03-21,30,79,14,292,419,33,36,199,15,310,4573,26,84,88,12,97,126,519
2017-03-22,335,67,29,182,381,20,29,242,22,290,4565,42,124,86,19,100,117,512
2017-03-23,35185,247,45,180,511,36,40,175,36,239,4606,39,98,117,22,80,109,529
2017-03-24,5801,25481,147,152,527,31,37,159,12,245,4101,26,73,62,26,103,138,481
2017-03-25,2962,4739,20009,362,437,30,27,100,18,272,4820,30,65,61,23,60,139,670
2017-03-26,2050,2528,2658,32789,903,24,27,161,9,224,5714,17,87,37,6,61,169,525
2017-03-27,675,2384,2162,6664,28274,218,35,193,24,333,4922,22,79,48,18,59,168,637
2017-03-28,344,508,1340,3399,5460,69730,182,199,17,222,4762,20,63,53,13,56,127,702
2017-03-29,203,321,148,1992,3100,7150,29265,407,26,242,4212,33,71,49,14,61,130,690
2017-03-30,221,296,90,572,2728,4021,5589,38487,164,222,4189,13,56,44,18,90,133,651
2017-03-31,201,237,98,503,1245,3275,3333,4853,26450,459,4209,28,58,46,17,87,116,831
2017-04-01,155,206,76,398,957,503,2432,2429,4422,44551,4617,32,46,37,21,89,149,715
2017-04-02,124,195,68,381,739,332,704,1753,2217,9497,74462,186,80,74,26,109,166,1289
2017-04-03,120,155,55,313,677,222,510,462,1930,6484,14534,35894,201,61,20,75,145,1256
2017-04-04,80,156,49,281,537,179,398,389,313,3320,9370,4726,20093,123,36,84,311,1250
2017-04-05,65,208,42,264,534,140,358,268,184,1098,12751,2585,5871,36569,185,86,228,1514
2017-04-06,71,153,51,227,467,133,295,273,144,955,7985,2289,3964,6227,36329,306,187,2485
2017-04-07,51,130,39,241,440,102,247,258,120,803,5064,295,2531,2933,6923,30255,300,4312
2017-04-08,89,110,41,176,448,90,224,180,72,616,5870,236,338,2131,4247,3584,35122,6040
2017-04-09,66,95,29,196,425,58,202,199,100,470,5153,237,251,398,2653,1665,6127,58507
2017-04-10,67,105,35,179,387,87,204,243,91,414,4572,190,230,379,440,1554,5075,18219
2017-04-11,41,92,45,198,426,65,189,217,54,354,4219,153,181,221,288,343,3415,6202
2017-04-12,77,125,25,178,781,66,169,196,59,393,4610,129,172,182,190,230,482,3473
2017-04-13,55,85,26,171,444,56,178,185,46,373,4605,122,124,132,161,226,322,1436
2017-04-14,54,97,21,152,414,62,112,168,42,272,4737,87,141,128,126,188,399,979
2017-04-15,51,86,19,143,362,47,119,161,48,250,4108,85,133,131,103,144,309,814
2017-04-16,42,91,22,174,440,45,134,180,57,337,4942,97,107,122,97,141,263,750
2017-04-17,44,108,20,190,368,49,141,217,50,360,4784,83,129,99,107,148,266,636
2017-04-18,47,86,23,195,353,41,130,215,41,257,4494,79,104,114,86,142,238,628
2017-04-19,32,90,13,160,364,47,117,166,43,340,4714,84,89,93,79,185,206,562
2017-04-20,37,113,36,135,361,43,110,214,37,271,5413,60,79,104,76,116,178,517
2017-04-21,44,126,23,143,415,32,114,174,26,444,4680,82,91,105,56,93,502,442
2017-04-22,44,87,21,152,360,34,109,157,43,225,4893,71,84,87,69,99,208,308
2017-04-23,36,105,13,162,423,30,101,183,33,219,6000,58,93,85,56,116,179,355
2017-04-24,36,100,19,144,405,23,110,182,31,253,4871,57,115,98,55,117,195,439
2017-04-25,30,89,26,157,403,32,108,210,31,235,4786,55,104,91,59,130,186,421
2017-04-26,30,94,14,135,432,17,64,175,18,275,4337,57,84,80,40,61,195,339
2017-04-27,32,79,19,162,570,35,96,199,35,279,4764,98,95,78,61,136,176,328
2017-04-28,34,67,21,147,478,19,66,153,33,374,4613,61,101,90,33,140,161,276
2017-04-29,29,55,13,106,489,22,68,151,19,321,4825,56,42,61,37,80,165,203
2017-04-30,26,80,12,158,1024,32,66,170,24,281,6022,48,90,74,39,67,200,242
2017-05-01,31,87,18,150,993,23,81,187,22,223,5013,67,94,78,45,90,637,393
2017-05-02,30,91,24,155,590,30,79,239,43,261,5590,48,99,61,52,93,206,345
2017-05-03,42,90,22,149,441,30,89,205,25,300,5191,63,103,73,42,84,177,297
2017-05-04,31,86,12,140,458,26,79,184,26,253,4380,68,91,66,31,76,137,282
2017-05-05,36,92,26,157,410,37,95,166,31,220,3969,55,99,62,40,103,147,313
2017-05-06,27,92,16,160,419,25,75,97,25,177,4756,29,78,67,26,79,152,266
2017-05-07,26,73,12,149,788,12,52,144,17,136,4993,25,73,64,27,96,141,321
2017-05-08,33,100,23,144,430,31,66,202,20,232,4318,42,85,59,32,74,155,345
2017-05-09,41,96,24,118,437,17,77,225,17,190,4571,22,82,50,11,85,121,287
2017-05-10,29,64,43,155,422,45,86,246,25,379,4766,34,78,80,37,77,134,337
2017-05-11,25,75,18,162,351,24,66,207,27,299,5098,49,78,64,22,79,117,333
2017-05-12,15,75,18,133,354,17,76,148,28,255,5843,38,76,56,38,76,259,263
2017-05-13,23,79,17,175,342,17,61,239,19,164,5033,40,85,40,17,68,534,233
2017-05-14,18,60,15,151,405,20,62,116,18,175,4695,36,72,65,14,68,136,232
2017-05-15,20,82,26,163,337,43,73,152,26,330,5063,42,74,55,29,103,157,287
2017-05-16,34,94,15,117,338,22,68,174,21,294,4603,36,84,49,28,284,148,251
2017-05-17,23,91,13,120,307,26,69,228,21,205,4331,29,71,42,26,131,143,283
2017-05-18,29,79,23,134,296,22,65,156,23,184,7314,34,85,60,34,123,139,256
2017-05-19,26,94,22,128,304,14,72,139,18,206,7586,28,76,46,29,109,122,199
2017-05-20,27,82,22,157,322,31,50,103,27,223,5968,22,71,57,28,101,156,187
2017-05-21,49,72,16,163,325,23,56,117,18,167,6420,45,71,57,27,96,203,207
2017-05-22,17,71,9,157,259,20,73,144,21,177,6257,29,64,48,17,83,135,271
2017-05-23,14,56,17,149,340,24,65,161,28,184,4983,22,62,54,23,75,162,274
2017-05-24,19,55,11,155,314,16,47,143,17,232,4241,17,66,58,15,84,154,270
2017-05-25,29,52,20,136,316,22,64,147,18,205,5508,18,73,51,28,97,136,256
2017-05-26,27,74,33,222,343,15,60,141,26,188,5373,31,65,42,26,100,172,213
2017-05-27,20,53,8,147,302,10,59,95,19,195,6561,21,44,50,14,86,133,197
2017-05-28,28,41,6,131,349,11,58,120,20,138,5028,38,57,48,16,59,139,213
2017-05-29,24,63,16,148,330,14,49,128,26,180,5224,34,85,36,19,81,161,285
2017-05-30,20,86,17,168,408,23,47,185,25,207,4777,31,90,43,24,79,170,277
2017-05-31,39,51,13,194,387,38,69,153,26,214,4594,27,91,66,15,76,152,246
2017-06-01,28,65,15,114,291,26,64,114,19,193,4305,32,68,55,20,85,139,298
2017-06-02,23,55,12,135,279,22,63,116,22,184,4590,27,68,34,19,90,142,244
2017-06-03,19,44,9,142,296,21,51,111,15,387,5788,21,49,36,7,30,106,177
2017-06-04,21,60,10,182,280,20,57,101,15,247,5352,37,53,45,14,22,126,222
2017-06-05,31,58,4,160,261,22,41,123,10,263,4904,20,58,54,19,16,135,243
2017-06-06,57,77,11,148,304,20,57,126,15,374,4857,40,68,50,22,18,145,311
2017-06-07,47,71,18,152,352,19,71,144,20,388,12999,25,82,52,24,31,137,311
2017-06-08,29,80,15,123,292,25,72,125,18,213,9170,27,65,52,21,24,129,248
2017-06-09,36,57,10,131,266,19,39,99,19,172,6422,26,42,38,21,20,130,191
2017-06-10,18,39,10,156,323,15,41,81,10,152,5373,27,54,40,11,16,127,176
2017-06-11,26,56,10,147,319,20,74,110,16,196,6023,37,62,36,11,13,114,237
2017-06-12,27,65,10,143,319,18,65,106,19,326,7958,23,44,47,16,15,139,258
2017-06-13,51,77,20,191,334,25,66,136,24,221,5630,40,75,50,17,19,163,215
2017-06-14,32,79,11,127,260,24,52,127,18,227,4073,25,66,53,13,19,170,238
2017-06-15,36,71,14,135,257,24,76,124,21,229,4086,23,74,69,21,23,159,226
2017-06-16,20,67,7,141,279,15,45,87,16,199,4176,17,44,40,15,9,156,240
2017-06-17,29,55,11,143,332,18,77,78,17,158,7255,27,57,38,16,20,135,228
2017-06-18,26,71,17,153,297,19,57,91,15,158,5941,30,67,54,18,10,112,230
2017-06-19,20,55,16,143,279,10,56,103,13,245,4546,17,46,48,13,13,123,247
2017-06-20,23,50,5,173,289,7,39,120,13,219,4062,27,68,52,26,12,209,270
2017-06-21,19,47,6,136,243,15,48,112,17,229,5169,19,66,34,9,10,124,256
2017-06-22,20,71,20,147,268,24,56,125,14,206,4565,30,52,47,17,14,145,217
2017-06-23,21,62,14,166,221,20,36,87,12,214,4350,20,46,48,18,18,154,267
2017-06-24,18,39,10,141,286,8,38,97,6,179,8454,14,26,49,6,6,148,212
2017-06-25,15,51,12,147,307,14,33,109,9,166,5481,31,47,28,19,12,118,250
2017-06-26,12,60,7,171,265,15,51,97,15,184,4597,32,74,39,7,8,134,301
2017-06-27,19,50,6,156,241,14,50,108,9,195,4019,26,55,40,7,119,117,262
2017-06-28,20,65,12,160,293,23,56,120,19,178,3788,24,55,52,12,12,132,220
2017-06-29,16,47,8,164,231,27,56,111,14,183,3904,21,41,48,14,9,141,377
2017-06-30,37,48,10,197,254,20,45,111,11,178,3854,18,62,49,14,9,112,227
2017-07-01,18,49,9,198,254,13,47,89,13,165,4392,29,46,37,10,11,121,381
2017-07-02,14,55,6,156,301,6,54,85,6,535,4145,19,45,41,8,7,136,342
2017-07-03,21,48,16,164,282,12,53,114,11,379,4047,21,56,57,13,7,283,248
2017-07-04,19,46,10,158,274,17,46,109,18,212,3901,17,42,33,15,7,166,207
2017-07-05,16,49,7,224,237,14,35,121,7,151,3808,22,64,59,8,9,177,268
2017-07-06,23,49,12,169,283,16,42,116,14,233,4541,34,67,52,18,13,366,195
2017-07-07,30,64,11,205,273,20,38,84,12,191,4868,22,52,43,11,16,251,246
2017-07-08,15,42,7,155,307,9,22,124,14,133,4341,20,36,63,11,6,181,194
2017-07-09,18,53,14,175,334,13,48,73,21,142,10864,23,66,54,10,7,147,200
2017-07-10,14,51,7,179,309,18,42,91,16,184,6140,23,49,37,13,8,147,488
2017-07-11,16,58,10,198,274,17,45,77,10,193,4388,22,58,45,10,8,124,207
2017-07-12,20,51,11,204,311,27,38,164,15,203,5206,29,54,59,20,17,150,207
2017-07-13,28,50,6,190,278,17,41,81,13,183,4361,18,41,47,9,9,132,188
2017-07-14,20,56,7,181,224,11,28,77,8,184,3837,22,42,46,13,8,159,167
2017-07-15,18,51,13,178,272,20,61,84,12,227,3981,21,46,52,24,213,148,183
2017-07-16,27,43,9,201,272,14,54,81,11,177,5778,30,51,46,15,9,139,199
2017-07-17,20,53,5,152,241,11,39,78,16,262,4330,14,46,46,10,7,155,217
2017-07-18,15,48,10,181,216,8,46,115,12,192,4667,18,62,41,14,9,135,202
2017-07-19,24,59,12,136,239,14,41,111,17,259,4008,28,47,43,12,11,144,203
2017-07-20,22,53,9,184,229,14,47,110,10,167,5487,22,52,35,13,5,114,225
2017-07-21,19,61,10,154,260,15,37,93,18,150,8129,24,37,51,15,13,153,239
2017-07-22,20,50,11,138,260,9,45,77,9,152,6278,17,50,26,8,5,114,229
2017-07-23,24,45,13,154,279,12,33,110,10,135,6733,23,45,40,8,12,168,259
2017-07-24,21,38,7,174,218,11,37,106,14,180,4915,23,46,44,14,5,137,265
2017-07-25,24,45,9,121,266,14,37,120,8,193,4628,21,52,42,10,8,129,221
2017-07-26,28,76,15,161,251,15,41,117,11,246,4434,40,46,46,20,16,190,573
2017-07-27,19,42,33,148,260,15,35,117,28,182,4160,36,40,50,12,10,140,207
2017-07-28,24,39,13,158,276,14,43,113,14,158,4172,37,49,50,20,13,114,198
2017-07-29,13,64,5,165,267,9,32,89,6,121,4339,24,39,45,12,6,158,181
2017-07-30,17,50,4,144,284,16,28,96,8,133,4764,37,47,45,7,6,181,284
2017-07-31,19,47,9,167,247,14,49,96,5,182,4043,29,38,50,9,11,182,415
2017-08-01,28,59,15,162,244,23,45,89,26,454,4920,44,66,66,19,17,145,250
2017-08-02,22,48,12,140,245,14,51,138,18,233,4567,25,58,43,13,13,134,217
2017-08-03,16,63,12,160,323,20,47,129,15,231,3947,22,62,42,18,13,141,205
2017-08-04,25,57,21,176,272,22,51,105,20,365,13554,31,42,47,13,16,160,187
2017-08-05,28,54,20,146,325,24,53,123,21,336,7525,35,34,75,18,18,144,182
2017-08-06,20,55,12,143,305,13,44,137,13,206,5982,26,44,51,11,14,155,202
2017-08-07,20,41,11,159,332,14,48,111,15,4554,5012,20,47,54,10,8,145,190
2017-08-08,21,51,10,153,288,12,46,99,13,2736,4271,21,54,56,12,10,154,171
2017-08-09,17,37,8,137,292,18,41,127,15,249,3785,19,63,56,17,13,144,180
2017-08-10,27,46,10,118,291,11,47,128,12,225,3589,25,61,52,14,9,137,160
2017-08-11,24,74,13,133,241,29,45,110,18,167,3799,26,67,56,17,13,119,178
2017-08-12,16,65,14,145,575,14,28,81,14,164,3669,26,48,73,17,10,130,145
2017-08-13,21,59,9,159,324,13,46,77,8,372,3687,27,56,48,10,6,206,207
2017-08-14,24,49,17,167,390,25,40,85,19,273,3427,27,79,56,15,12,160,220
2017-08-15,22,64,13,136,321,19,55,97,14,183,3293,25,57,58,14,9,133,242
2017-08-16,21,53,15,127,328,31,76,103,18,196,3749,24,55,61,12,14,136,197
2017-08-17,18,42,14,175,352,27,59,129,6,190,3457,13,54,37,9,12,99,168
2017-08-18,32,49,16,143,338,20,63,226,23,261,3807,23,79,52,16,16,107,203
2017-08-19,22,40,7,157,326,17,47,94,7,177,4301,19,45,30,5,7,110,172
2017-08-20,31,46,9,148,453,14,55,108,14,260,4170,25,41,33,11,10,138,203
2017-08-21,17,65,10,145,314,23,40,102,10,220,4993,23,40,43,8,9,104,184
2017-08-22,26,72,10,137,309,11,55,162,13,209,3565,27,66,41,7,6,125,206
2017-08-23,21,52,8,151,247,16,57,125,10,216,3514,25,44,181,8,6,181,192
2017-08-24,32,62,14,134,278,21,42,136,22,261,3779,25,60,74,15,14,138,164
2017-08-25,22,46,9,141,843,7,46,105,10,283,3878,20,55,57,7,7,125,158
2017-08-26,13,58,7,145,308,9,28,101,8,261,3970,21,30,29,5,7,112,135
2017-08-27,25,53,12,140,481,24,36,107,16,215,4028,24,35,34,11,8,136,152
2017-08-28,25,42,7,132,346,9,36,87,11,234,3932,19,42,46,8,4,129,127
2017-08-29,13,45,9,143,374,8,24,108,6,263,3325,13,48,39,4,2,132,118
2017-08-30,14,51,10,183,297,11,35,96,8,182,3358,18,37,41,13,4,135,150
2017-08-31,30,63,10,129,305,15,37,116,12,243,3303,20,33,47,11,6,116,122
2017-09-01,12,52,11,146,249,12,32,103,11,244,3098,12,48,34,12,7,125,135
2017-09-02,10,50,10,150,335,20,36,103,9,136,3768,25,41,46,8,9,116,110
2017-09-03,24,48,8,119,342,12,30,105,10,151,3768,27,35,50,9,5,120,178
2017-09-04,19,41,9,151,264,16,38,141,8,196,4189,17,47,33,8,5,132,160
2017-09-05,20,43,11,158,290,11,35,127,18,208,3335,18,44,63,9,6,157,164
2017-09-06,27,53,7,148,293,11,32,121,11,195,3228,23,49,42,12,8,146,163
2017-09-07,16,62,12,122,285,12,37,107,10,183,3288,19,49,38,7,10,124,139
2017-09-08,13,33,4,140,272,4,28,92,7,240,3120,21,56,39,10,2,516,138
2017-09-09,13,45,7,139,267,15,34,88,24,162,3554,17,41,39,10,5,740,114
2017-09-10,28,65,6,147,286,17,35,94,12,158,3824,15,51,57,7,5,1062,195
2017-09-11,21,58,6,178,304,8,50,108,9,203,3531,19,57,47,9,4,595,180
2017-09-12,24,55,8,211,296,12,30,150,10,259,3196,17,40,38,6,7,403,144
2017-09-13,20,44,7,176,287,17,40,139,12,214,3355,34,44,42,12,6,510,162
2017-09-14,22,56,19,256,301,15,52,144,22,187,3723,26,52,49,14,12,515,184
2017-09-15,20,54,24,240,300,20,41,136,13,170,3782,19,49,58,13,12,426,198
2017-09-16,16,59,7,186,314,20,28,112,15,163,3922,18,24,54,12,7,253,156
2017-09-17,10,33,4,121,418,7,20,150,4,140,4945,17,34,54,3,5,240,173
2017-09-18,31,53,8,121,363,15,23,200,13,311,4014,10,50,52,8,6,262,265
2017-09-19,20,90,15,135,393,18,30,141,15,328,3842,18,41,52,20,12,249,197
2017-09-20,20,70,5,119,1535,17,20,136,12,313,3667,11,36,42,7,5,237,194
2017-09-21,9,59,10,142,520,8,25,165,15,622,4849,23,45,40,6,7,216,191
2017-09-22,22,75,15,99,412,15,23,136,15,191,4544,22,45,51,12,9,246,191
2017-09-23,20,81,13,121,356,14,31,120,15,190,5135,13,33,62,11,12,225,127
2017-09-24,26,48,6,138,331,13,27,122,14,309,4904,24,43,51,8,11,298,138
2017-09-25,14,54,10,150,368,17,26,207,9,249,4055,22,50,54,8,6,869,207
2017-09-26,23,45,10,130,392,9,29,197,13,396,3735,12,49,49,13,11,560,163
2017-09-27,13,60,12,120,313,14,18,174,12,254,4982,22,57,42,9,7,283,206
2017-09-28,13,54,7,118,296,11,31,184,12,454,6392,17,46,38,10,11,303,202
2017-09-29,18,52,9,140,351,12,30,150,16,243,5372,22,36,40,8,11,295,197
2017-09-30,18,63,6,125,381,11,13,97,4,158,4831,10,42,36,4,4,218,126
2017-10-01,12,60,7,122,374,6,16,91,8,288,4504,11,43,52,5,3,234,176
2017-10-02,26,69,11,123,381,19,23,193,14,204,3743,18,46,42,12,9,434,195
2017-10-03,21,46,7,126,366,7,26,227,12,334,3803,15,58,26,7,3,542,176
2017-10-04,42,85,10,112,451,15,34,263,13,534,3608,23,56,43,13,12,298,216
2017-10-05,20,82,20,122,302,12,31,213,10,207,3521,22,52,39,10,9,197,253
2017-10-06,24,79,11,161,297,16,28,162,14,278,3498,28,71,45,12,11,182,183
2017-10-07,22,55,11,133,416,12,25,95,14,182,6020,26,50,49,11,9,189,152
2017-10-08,44,42,7,118,478,8,28,150,11,196,5761,17,36,28,3,3,185,172
2017-10-09,19,82,12,162,350,17,18,180,16,246,4640,27,41,43,8,7,270,173
2017-10-10,13,54,9,129,364,13,21,201,10,225,4131,22,44,85,7,2,243,180
2017-10-11,20,57,24,113,344,13,22,233,18,201,3489,25,51,61,9,8,195,186
2017-10-12,19,57,10,115,313,15,20,197,13,260,3756,29,62,55,13,9,173,229
2017-10-13,18,65,13,130,342,14,17,173,13,291,3881,43,50,56,11,9,144,186
2017-10-14,22,80,9,122,347,10,16,144,13,207,6756,33,44,319,11,13,147,196
2017-10-15,24,68,15,114,400,14,31,168,22,199,34460,35,52,50,15,14,173,223
2017-10-16,20,66,4,159,278,10,22,157,5,307,19366,35,58,42,5,3,192,220
2017-10-17,18,79,15,118,372,22,40,179,19,196,9662,25,57,58,13,11,183,242
2017-10-18,27,57,9,306,325,19,29,155,13,257,6865,21,66,78,8,8,174,248
2017-10-19,26,73,11,284,274,22,34,176,18,358,5560,28,50,44,10,9,168,246
2017-10-20,15,87,12,212,326,13,28,185,15,210,7375,23,54,40,8,7,167,208
2017-10-21,18,51,11,142,516,15,23,111,13,194,7640,20,33,40,9,6,161,210
2017-10-22,19,78,10,137,489,14,20,163,10,2240,5615,15,47,48,7,36,163,218
2017-10-23,20,59,7,142,326,10,19,198,8,301,5117,23,59,46,9,72,178,243
2017-10-24,23,61,14,106,300,19,30,231,15,270,5816,22,54,40,7,71,183,270
2017-10-25,19,65,7,130,301,15,28,167,13,293,4811,17,49,35,10,62,159,231
2017-10-26,16,43,6,93,351,12,24,182,6,356,4769,13,65,39,5,23,171,322
2017-10-27,13,59,6,96,313,10,20,128,3,235,4618,25,39,43,13,15,112,263
2017-10-28,20,70,15,134,384,16,31,109,15,229,5201,20,41,51,19,24,154,197
2017-10-29,24,78,14,112,379,15,25,118,14,189,4903,27,36,58,14,23,153,241
2017-10-30,17,72,11,173,259,16,31,157,10,238,4161,19,45,47,7,18,174,283
2017-10-31,15,65,11,125,326,22,29,175,10,229,4021,14,27,42,12,19,173,195
2017-11-01,20,88,9,101,256,22,22,174,13,269,3889,21,65,62,12,25,180,329
2017-11-02,15,86,3,125,248,11,25,146,8,266,4000,14,60,56,5,22,140,322
2017-11-03,20,60,6,126,297,13,22,173,14,241,4006,25,42,52,9,21,140,382
2017-11-04,15,64,8,106,271,9,19,123,10,166,4116,13,30,39,11,15,142,256
2017-11-05,16,62,8,135,341,15,28,127,13,252,4133,23,37,56,12,15,130,345
2017-11-06,20,87,8,153,303,14,30,230,12,433,4070,31,54,69,10,16,135,475
2017-11-07,22,86,16,106,310,18,30,197,14,264,4171,16,53,66,16,20,156,456
2017-11-08,21,85,12,118,304,22,25,186,9,318,3933,9,43,50,8,13,145,567
2017-11-09,17,83,16,149,323,31,15,198,11,229,4029,20,47,43,7,16,130,632
2017-11-10,17,72,12,131,319,13,12,126,5,246,4451,12,33,58,12,12,142,755
2017-11-11,25,67,14,131,317,20,30,96,14,206,6194,15,48,45,10,14,125,1449
2017-11-12,28,60,6,133,351,20,27,147,12,144,4894,21,41,80,11,15,150,766
2017-11-13,24,66,12,147,283,29,33,157,16,242,4404,22,86,71,11,24,170,516
2017-11-14,20,81,9,126,315,18,39,174,8,238,5186,17,53,569,11,16,156,317
2017-11-15,21,57,10,116,290,134,23,222,13,225,4239,15,50,94,11,15,137,261
2017-11-16,23,73,16,138,319,136,27,192,19,297,4598,19,60,73,13,15,153,235
2017-11-17,16,47,12,126,324,75,29,149,15,269,5114,16,42,58,9,9,88,192
2017-11-18,19,74,5,111,313,41,21,115,13,166,5594,13,44,53,9,4,155,139
2017-11-19,30,67,9,245,382,76,26,134,13,182,7096,18,43,56,7,5,129,242
2017-11-20,20,61,11,365,273,78,24,310,12,234,6037,12,55,65,13,7,117,209
2017-11-21,17,74,10,270,295,83,26,150,9,204,5814,15,53,75,9,9,137,227
2017-11-22,16,48,9,280,287,76,20,100,11,224,5694,11,41,68,6,4,1240,193
2017-11-23,21,47,8,179,227,45,20,129,18,311,5231,16,47,68,10,11,144,178
2017-11-24,18,44,11,259,235,59,29,110,16,213,5499,14,45,50,7,6,435,167
2017-11-25,19,63,9,257,493,31,27,118,12,158,6583,22,39,57,9,9,139,164
2017-11-26,24,51,8,195,315,34,17,145,14,158,7181,23,33,61,11,4,132,182
2017-11-27,22,97,12,233,272,34,25,147,20,211,6437,18,66,64,15,14,155,156
2017-11-28,30,73,14,215,303,39,33,186,19,221,4942,29,63,570,15,10,124,158
2017-11-29,25,87,7,203,257,16,22,157,6,422,4905,10,45,49,10,10,114,155
2017-11-30,16,97,7,235,301,23,31,177,10,249,4615,17,54,59,9,5,120,177
2017-12-01,21,70,15,266,258,22,25,145,13,1797,4967,23,70,54,15,14,114,150
2017-12-02,10,48,9,274,335,20,19,91,6,292,4790,20,47,41,8,10,108,126
2017-12-03,12,47,3,294,351,15,25,135,15,144,4728,14,39,46,6,3,132,151
2017-12-04,16,79,9,279,272,21,25,164,7,254,4581,17,46,67,6,5,110,182
2017-12-05,17,66,4,167,597,16,19,200,7,288,4287,12,55,53,5,5,2889,159
2017-12-06,21,81,6,320,451,22,28,128,16,2488,4349,25,51,60,11,8,1072,159
2017-12-07,31,93,13,277,323,16,15,157,9,863,4412,20,43,54,10,12,836,155
2017-12-08,21,60,5,261,294,7,30,137,6,839,4684,12,53,53,8,5,1298,165
2017-12-09,19,70,15,194,312,28,33,142,20,428,4529,15,45,47,19,12,757,122
2017-12-10,26,68,13,187,307,22,35,152,18,169,5201,26,63,54,19,14,394,141
2017-12-11,22,69,17,145,278,21,30,213,19,1002,5240,26,56,63,16,13,324,177
2017-12-12,25,82,15,129,261,21,27,177,16,254,3946,21,76,77,17,13,226,160
2017-12-13,26,58,15,140,212,14,27,210,16,239,3953,25,46,71,10,12,279,153
2017-12-14,29,54,15,110,246,17,33,180,15,232,4776,18,50,82,13,19,205,126
2017-12-15,16,53,11,148,761,20,28,143,15,300,3751,23,51,45,29,9,123,128
2017-12-16,24,69,14,148,328,18,28,92,17,173,3703,23,53,52,13,12,130,119
2017-12-17,32,64,16,139,321,19,32,132,20,424,4752,21,52,67,18,13,126,144
2017-12-18,242,79,19,179,380,37,28,135,15,206,4133,16,43,48,13,12,131,144
2017-12-19,20,70,14,168,334,17,28,113,16,193,4445,20,61,66,13,12,130,121
2017-12-20,21,72,12,132,256,15,36,118,18,178,4219,16,39,84,13,14,137,111
2017-12-21,16,71,9,156,241,11,22,116,13,170,3825,16,46,61,8,3,109,128
2017-12-22,12,47,4,127,288,9,23,294,11,207,4013,14,24,61,5,2,834,107
2017-12-23,21,57,7,135,291,12,12,59,8,168,4170,12,33,49,6,8,308,105
2017-12-24,11,58,9,113,293,10,19,63,16,99,3697,17,33,43,8,4,214,75
2017-12-25,18,42,6,117,311,7,27,74,13,164,3602,13,48,68,3,5,133,115
2017-12-26,27,39,10,167,324,17,32,69,6,145,4249,7,46,67,8,8,158,138
2017-12-27,23,56,11,166,299,15,31,87,14,142,4693,18,42,67,11,11,141,129
2017-12-28,19,54,9,166,395,15,13,80,14,150,4265,14,52,66,7,5,133,133
2017-12-29,18,71,9,144,409,24,29,99,13,144,4782,17,40,176,9,10,132,112
2017-12-30,8,48,3,137,366,11,12,93,9,168,4950,16,40,55,6,1,135,142
2017-12-31,22,59,12,129,336,13,34,81,11,249,4546,15,35,91,11,6,127,119
2018-01-01,24,30,13,129,359,20,15,80,10,150,4990,13,36,85,9,4,141,110
2018-01-02,20,60,12,137,326,22,26,131,12,169,5277,9,44,65,12,5,153,121
2018-01-03,31,74,18,200,312,32,15,150,16,876,4117,12,60,163,15,11,197,154
2018-01-04,19,89,6,161,287,14,29,121,11,736,5847,16,70,76,8,21,170,141
2018-01-05,15,59,8,132,547,16,20,84,14,664,4774,17,39,72,10,5,181,125
2018-01-06,22,60,8,157,306,25,28,110,15,245,5627,19,40,74,12,8,181,132
2018-01-07,17,48,10,185,401,26,27,114,13,178,5674,20,55,79,11,8,212,152
2018-01-08,20,74,9,136,337,13,16,103,10,205,4605,17,67,70,7,10,281,126
2018-01-09,17,54,7,144,292,3,20,111,9,262,4162,15,67,240,5,3,204,154
2018-01-10,8,47,3,126,250,12,20,116,6,228,4304,17,57,100,10,5,314,172
2018-01-11,24,71,15,139,289,12,26,108,10,623,4289,26,77,91,10,4,214,261
2018-01-12,18,58,8,136,348,13,23,143,10,315,4454,15,71,43,8,8,182,166
2018-01-13,17,66,6,149,336,15,19,84,10,247,4862,20,45,55,8,9,162,146
2018-01-14,21,76,13,2575,334,32,32,95,19,210,4423,21,60,69,17,16,184,156
2018-01-15,24,47,16,262,342,20,22,121,17,195,4525,18,54,96,11,7,195,175
2018-01-16,22,56,6,208,300,10,28,178,34,226,4211,27,67,71,6,9,177,137
2018-01-17,26,62,16,155,365,26,37,134,17,250,4280,15,62,130,11,17,184,177
